fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
5.0,0.16732677277617675,0.56,0.04,0.94,0.1,0.02,0.41,0.5,0.3,0.23,0.02,0.86,0.59,0.86,0.1,0.71,0.26,0.09,0.26,0.56,0.43,0.41,0.59,0.3097549408099465,0.33,0.68,0.52,0.18522488759765543,0.04,0.07,0.15,0.43,0.2,0.75,0.38,0.34,0.26,0.5,0.32,0.4,0.34,0.34,0.59,0.81,0.84,0.93,0.76,0.46,0.54,0.10460641258347222,0.06,0.23946664722860614,0.13,0.38,0.33,0.3,0.04,0.1,0.08,0.06,0.92,0.01,0.23,0.24,0.62,0.7,0.39,0.72,0.04,0.34,0.5,0.01,0.78,0.67,-0.08553853758559807,0.3,0.69,0.07,0.39,0.42,0.42,0.39,0.63,0.54,0.56,0.62,0.56,0.6,0.43,-0.11643707222058794,0.004049472285513014,0.12,0.77,0.52,0.51,0.65,0.11501000575394002,0.10665712430111468,0.7635771698373278,-0.03194068857567545,0.07216583868961929,0.1702809126012762,0.33009352358731125,0.48560853265877557,0.7289671333158808,0.457282171685403,0.32920422244542447,0.07761441126923734,-0.1611750998339766,0.18798749413413418,0.12414156992740846,0.5648328121160373,0.5389578394979572,0.04,0.07,0.12,0.1380616058495054,-0.14095067564698205,0.9313696730128735,0.181134543052609,0.4998372095068411,0.16162295750686753,0.02
5.0,0.03,0.47,0.66,0.43,0.08,0.08,0.32,0.38,0.22,0.52,0.04,1.0,0.43,0.54,0.17,0.5,0.59,0.29,0.7,0.47,0.38,0.43,0.35,0.31,0.31,0.22,0.36,0.02,0.19,0.26,0.37,0.32,0.35,0.51,0.25,0.54,0.37,0.45,0.49,0.49,0.51,0.52,0.53,0.55,0.47,0.69,0.55,0.68,0.66,0.02,0.39,0.01,0.22,0.24,0.29,0.34,0.09,0.09,0.09,0.1,0.85,0.08,0.37,0.33,0.46,0.54,0.29,0.68,0.16,0.47,0.5,0.07,0.5,0.62,0.2,0.6,0.33,0.18,0.18,0.34,0.33,0.3,0.42,0.45,0.54,0.44,0.56,0.63,0.81,0.03,0.09422834749122733,0.17,0.63,0.72,0.83,0.83,0.15530259410752828,0.11728509929536464,0.8300699518876039,0.19629058672083016,0.24579534631423228,0.025849754872970754,0.43839322708746015,0.46135560434981104,0.891332844718674,0.539941878358888,0.0585997581111076,0.07827868447446172,-0.1197819568123388,0.00631122014808555,0.10264042970918183,0.8616982408014499,0.15768758893410942,0.02,0.29,0.14,0.6309369771013751,-0.09054481674226778,0.5978014103170373,1.4223481412851677,0.3430433040660392,-0.03777335951181049,0.27
5.0,0.02,0.42,0.08,0.93,0.05,0.02,0.37,0.52,0.31,0.32,0.03,1.0,0.44,0.74,0.1,0.49,0.36,0.13,0.4,0.44,0.42,0.4,0.38,0.11,0.49,0.63,1.0,0.01,0.13,0.18,0.34,0.28,0.2,0.65,0.44,0.34,0.44,0.4,0.5,0.41,0.41,0.47,0.51,0.73,0.75,0.78,0.62,0.41,0.49,0.01,0.22,0.059644691436470734,0.22,0.19,0.15,0.16,0.04,0.03,0.02,0.02,0.91,0.03,0.19,0.18,0.46,0.58,0.18,0.73,0.07,0.49,0.5,0.01,0.91,0.65,0.13,0.37,0.6,0.08,0.15,0.23,0.22,0.23,0.5,0.44,0.43,0.44,0.34,0.42,0.49,0.2552516524728314,0.40570276017485846,0.07,0.61,0.64,0.7,0.79,0.07297150567566907,0.19945716890184764,1.1668264805831545,0.13305718153301993,-0.033314787783408184,0.2757153550472636,0.3110935150099613,0.07237234041652166,0.7447575162506557,0.9655460138833499,0.1438127596690739,0.33518098383224393,0.24529095293419373,0.5128499000113811,-0.014782842430344736,0.7434468124708071,0.24062941532647564,0.04,0.1,0.15,-0.03177285266122695,0.2739146276692262,0.4958599013104744,0.3053475841177091,0.6103600878676575,0.11674405364947969,0.06
5.0,0.19827192799212012,0.53,0.51,0.59,0.01,0.01,0.46,0.45,0.26,0.5,0.00982288411589538,1.0350014981798072,0.09,0.24,0.62,0.26,0.67,0.68,0.36,0.08,0.1,0.13,0.13,0.16698662370744488,0.6408544655167132,0.0,0.38,0.03,0.88,0.75,0.73,0.14,0.9,0.08,0.26,0.38,0.6,0.27,0.45,0.34,0.52,0.51,0.59,0.48,0.46,0.51,0.46,0.13,0.13,0.01,0.26,0.029772209941992995,0.5865898961182567,0.36372459190348627,0.15,0.13,0.3392955935500044,0.0314225765473132,-0.07621847325944706,0.13298837677302866,0.66,0.07,0.42,0.4,0.54,0.47,0.65,0.57,0.23,0.43,0.5,0.02,0.56,0.61,0.5,0.74,0.46,0.68,0.07,0.04,0.05,0.06,0.01,0.05,0.08,0.08,0.59,0.4,0.78,0.23264811392249718,0.16497862989645246,0.01,0.95,0.69,0.82,0.91,0.039851593855852546,0.23000837878294092,0.8349906100363047,0.09330968779634372,0.18982183104463457,0.22448082560497928,0.1373067615944498,0.4039163708106585,0.7546917630793774,1.1205252259074483,-0.11221642227052389,-0.25269378133188736,-0.038580977833480634,0.30231226178322185,0.15554307972371303,0.3633492343209771,0.33766341487833995,0.03,0.09,0.02,0.0984598476228922,0.2812330557358844,0.41731957114007767,0.6746147891483038,0.9843065493426717,-0.1823657297372318,0.5
5.0,0.02,0.45,0.5,0.51,0.05,0.17,0.49,0.49,0.36,0.58,0.19430781379384154,1.003895568690074,0.16,0.33,0.56,0.29,0.64,0.4,0.45,0.18,0.2,0.27,0.14,0.09,0.16,0.19,0.22,0.04,0.56,0.57,0.63,0.24,0.53,0.32,0.38,0.48,0.62,0.34,0.53,0.4,0.56,0.57,0.48,0.47,0.43,0.52,0.61,0.51,0.59,0.02,0.29,0.01,0.51,0.52,0.56,0.77,0.15,0.13,0.13,0.17,0.85,0.11,0.31,0.28,0.42,0.36,0.53,0.48,0.27,0.54,0.5,0.05,0.54,0.53,0.22,0.78,0.5,0.74,0.28,0.04,0.05,0.07,0.1,0.17,0.19,0.18,0.47,0.37,0.61,0.05755044020746493,0.14018663742414925,0.12,0.85,0.54,0.72,0.84,0.1698840855627698,0.22217423617484572,1.101581578898092,0.09170639382524295,0.1553466339578884,0.35487831790557867,0.47580249648247286,0.5121101599690109,0.4729646157323145,0.8882212304114748,-0.08164401299084392,-0.06757055582798316,0.0767791555664729,0.3240139013224569,0.06124377003695036,0.44491313866987703,-0.09600766993866738,0.06,0.09,0.01,0.34113238346279773,0.08714067413325047,0.3410265890962161,0.9373809764910725,0.6180029358353093,0.08903962585263553,0.28
5.0,0.01,0.36,0.06,0.83,0.37,0.06,0.44,0.48,0.33,0.48,0.03,1.0,0.29,0.46,0.13,0.54,0.5,0.27,0.81,0.31,0.28,0.28,0.34,0.2,0.18,0.38,0.35,0.01,0.2,0.11,0.18,0.38,0.38,0.45,0.13,0.41,0.24,0.46,0.54,0.31,0.61,0.61,0.4,0.62,0.67,0.7,0.67,0.55,0.59,0.01,0.16,0.01,0.37,0.41,0.5,0.47,0.16,0.16,0.18,0.15,0.86,0.08,0.19,0.17,0.37,0.45,0.32,0.41,0.14,0.55,0.5436050242486642,0.02,0.84,0.39,0.11,0.13,0.73,0.11,0.14,0.16,0.14,0.13,0.35,0.34,0.4,0.35,0.47,0.42,0.31,0.16775574287253017,0.07117885326903305,0.18,0.38,0.33,0.39,0.43,-0.09568220458257388,0.23888914483968324,1.1977329638906562,0.17226995748806478,0.1260974694112969,0.42311270510203786,0.3647647763078001,0.09354039460182206,1.0197160919376995,0.5420469053489237,-0.21585619130991504,-0.0037139098991158526,0.014157065655553844,-0.2793725933664441,0.10552157435085532,0.57648481082091,0.3064732685686816,0.03,0.16,0.13,0.5483225221339101,0.07641776185616657,0.5653648804342176,0.9935549035343345,0.7206497680826207,0.1397726608773493,0.12
5.0,0.01,0.29,0.01,0.94,0.15,0.04,0.32,0.42,0.23,0.49,0.03,1.0,0.3,0.53,0.19,0.53,0.52,0.21,0.56,0.31,0.3,0.29,0.63,0.25,0.21,0.33,0.45,0.01,0.21,0.14,0.24,0.27,0.26,0.55,0.41,0.3,0.53,0.35,0.67,0.33,0.72,0.73,0.35,0.56,0.62,0.6,0.56,0.57,0.6,-0.188633696005178,0.09,0.01,0.09,0.13,0.29,0.36,0.03,0.03,0.07,0.08,0.92,0.05,0.14,0.12,0.32,0.41,0.24,0.53,0.09,0.51,0.5,0.01,0.89,0.49,0.11,0.23,0.52,0.12,0.14,0.14,0.12,0.1,0.33,0.31,0.32,0.3,0.35,0.35,0.36,0.01,-0.04904338086772736,0.13,0.54,0.53,0.52,0.72,0.16461584013443176,0.3580832872829821,0.8663392494568528,0.3490556539613383,-0.06463573548958695,0.3658596451034798,0.4660649950389069,0.39684064659960183,0.6571312230111077,0.9486810509711914,0.46528047106651743,-0.05186856346041402,0.12662429490934105,0.708132862413719,0.3540610400918405,0.14668272012950134,0.08491462264450836,0.01,0.33,0.21,0.15028583597406778,-0.030256239203713967,0.8600538143481142,0.4016536192453326,0.43687627218027475,0.06663889363278963,0.1
5.0,0.04,0.36,0.2,0.83,0.03,0.01,0.36,0.47,0.31,0.49,-0.07436810520715915,1.0918549052776132,0.26,0.54,0.67,0.6,0.52,0.17,0.58,0.35,0.36,0.35,0.38,0.21,0.15,0.16,0.56,0.03,0.25,0.35,0.37,0.44,0.27,0.46,0.13,0.48,0.18,0.57,0.6,0.47,0.5,0.56,0.37,0.65,0.68,0.67,0.62,0.87,0.82,0.01,0.17,-0.12481036533423157,0.25,0.2,0.32,0.34,0.02,0.02,0.02,0.02,0.95,0.02,0.15,0.12,0.28,0.4,0.15,0.58,0.04,0.49,0.5,0.07,0.67,0.51,0.1,0.34,0.5,0.24,0.11,0.11,0.1,0.11,0.14,0.16,0.14,0.17,0.28,0.17,0.26,0.02,-0.11060779714323374,0.04,0.8,0.49,0.57,0.77,0.06803497100186053,0.2749940988063004,0.9115901881110942,0.18398523676500061,0.037020357407031836,0.39439077650391474,0.13388117347800937,0.14646745142530854,0.9280510869843879,1.0823708894563064,0.17530863570478802,0.17568709127732934,0.07780634981035278,0.3961989886537986,0.06862493855988633,0.41945229682957924,0.4405384024318564,0.08,0.11,0.07,0.23341557230792573,0.13488118375717667,0.24486969673785092,0.5902253797156483,0.4253538230794434,0.22023403934189764,0.09
5.0,0.44,0.38,0.14,0.78,0.15,0.17,0.41,0.54,0.34,0.27,0.45,1.0,0.28,0.67,0.27,0.52,0.3,0.25,0.54,0.29,0.3,0.31,0.26,0.18,0.19,0.26,0.31,0.28,0.28,0.12,0.19,0.43,0.42,0.59,0.35,0.47,0.28,0.49,0.59,0.35,0.67,0.66,0.44,0.62,0.65,0.67,0.58,0.48,0.5,0.1,0.19,0.09,0.3,0.33,0.37,0.38,0.1,0.09,0.1,0.09,0.85,0.06,0.18,0.16,0.4,0.46,0.37,0.46,0.13,0.51,0.5,0.74,0.54,0.44,0.1,0.44,0.71,0.24,0.1,0.17,0.17,0.16,0.28,0.29,0.32,0.27,0.47,0.53,0.29,0.16,0.06,0.14,0.24,0.33,0.42,0.18,-0.010841999612994854,-0.14525290181749065,1.1575072638067152,0.20158955467469736,-0.20693963464240292,0.3195999278992778,0.3662835963947063,0.11071331297894878,0.6388049027249876,0.9084377580516922,0.41155348640674594,0.30546645666973604,-0.0275518061176373,0.24953977184290477,0.09687352806567096,0.5937201390939227,-0.06348525722147463,0.4,0.18,0.07,0.20443150236731786,0.2038765509072534,0.9655565096123331,0.3369064644180464,0.6331922545286608,0.44330713016982926,0.21
5.0,0.01,1.0,0.01,0.94,0.09,0.06,1.0,1.0,1.0,0.11,0.08914439081656685,0.868996306315334,0.13,0.79,1.0,0.48,0.21,0.18,0.13,0.14,0.05,0.04,0.05,0.06,0.05,0.26,0.22,0.05,1.0,0.16,0.18,0.31,0.57,0.11,0.2,0.88,0.41,0.35,0.14524930031295008,1.0,0.7017362111974931,0.6119472350237832,0.9,0.85,0.88,0.86,0.85,0.32,0.3,-0.07971728247188123,0.02,-0.16211309584372607,1.0,1.0,1.0,0.99,0.52,0.39,0.31,0.26,0.9,0.07,1.0,1.0,1.0,1.0,1.0,0.21,1.0,0.42,0.5,0.01,0.87,0.25,0.11,0.46,0.71,0.27,0.05,0.14,0.13,0.13,0.08,0.15,0.38,0.13,0.48,0.4,0.22,0.12859848559355322,0.22224317612759478,0.15,0.41,0.13,0.6717041014627156,0.664586722046027,-0.0785329649202176,0.23383687191735034,0.965747150596298,0.11131917249832654,-0.1079732457483645,0.4205263355420449,0.18978006553601343,0.4633302142093483,0.774529723908888,0.6620278896072789,0.42938610992126236,0.2678075500314506,0.5824568952540201,0.08273531360775724,0.1278868641581506,0.4711307868250265,0.425181315598089,0.01,0.28,0.03,-0.07106018000631259,0.020378944461725668,0.6686588942651135,0.13511849958996847,0.31935504043987056,0.2274280780196909,0.02
