fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
3.0,0.07,0.36,0.35,0.71,0.04,0.02,0.4,0.5,0.34,0.49,0.08,1.0,0.18,0.41,0.1,0.4,0.54,0.56,0.57,0.22,0.23,0.24,0.2,0.16,0.88,0.09,0.21,0.08,0.47,0.38,0.53,0.19,0.58,0.28,0.67,0.35,0.67,0.29,0.66,0.49,0.68,0.69,0.4,0.42,0.43,0.46,0.48,0.45,0.41,0.04,0.38,0.01,0.15,0.17,0.16,0.16,0.03,0.03,0.02,0.02,0.92,0.04,0.2,0.17,0.32,0.37,0.29,0.51,0.07,0.54,0.5,0.09,0.69,0.49,0.57,0.56,0.29,0.55,0.2,0.05,0.05,0.07,0.15,0.17,0.16,0.18,0.43,0.18,0.39,0.02,0.16194302575431174,0.08,0.78,0.55,0.76,0.84,0.011007622048607647,-0.004141787826356547,0.9060966649424806,0.3435756134781323,-0.005847252263747632,0.11488172373781264,0.15972197404013197,-0.07696260166055194,1.1381809932077371,0.834658687602525,0.1648693559462301,0.2802702560379742,0.3318820749224345,0.11308329577389684,0.013011875072278689,0.4176586086206881,0.29374095323007526,0.08,0.15,0.07,-0.025284187010742226,0.05902547983990195,1.0192963293379347,0.29415124463560777,1.0475425040982116,0.2835156003934519,1.0
3.0,0.99,0.42,0.59,0.44,0.11,0.11,0.44,0.56,0.37,0.39,0.99,1.0,0.2,0.45,0.11,0.44,0.48,0.75,0.47,0.21,0.2,0.28,0.18,0.13,0.15,0.18,0.22,1.0,0.59,0.33,0.49,0.22,0.59,0.42,0.51,0.45,0.56,0.3,0.62,0.69,0.61,0.64,0.55,0.18,0.21,0.2,0.16,0.45,0.45,1.0,0.98,0.2,0.37,0.37,0.4,0.44,0.12,0.11,0.11,0.11,0.82,0.12,0.43,0.34,0.42,0.47,0.42,0.31,0.2,0.62,0.3415460979252091,0.73,0.8,0.31,0.86,0.44,0.21,0.33,0.46,0.09,0.08,0.07,0.25,0.27,0.3,0.28,0.59,0.41,0.57,0.3,0.12,0.14,0.71,0.52,0.79,0.75,0.41,0.29,0.63,0.32,0.16,0.1,0.1,0.29,0.56,0.72,0.3,0.12,0.0,0.28,0.16,0.79,0.57,0.28,0.55,0.62,0.37,0.38,0.57,0.5,0.24,0.25,0.4
3.0,0.15754024890655996,0.45,0.41,0.65,0.09,0.02,0.56,0.6,0.46,0.45,0.02,1.0,0.14,0.48,0.16,0.35,0.49,0.42,0.56,0.16,0.16,0.2,0.15,0.19,0.04,0.36,0.17,0.02,0.55,0.43,0.48,0.3,0.51,0.34,0.15,0.79,0.29,0.45,0.57,0.41,0.69,0.67,0.49,0.5,0.49,0.64,0.55,0.58,0.47,0.01,0.24,0.08769144928076147,0.07,0.78,0.93,0.91,0.01,0.11,0.12,0.11,0.89,0.06,0.25,0.22,0.4,0.41,0.41,0.43,0.18,0.6,0.5812632393618432,0.03,0.57,0.44,0.35,0.58,0.56,0.45,0.07,0.06,0.08,0.09,0.12,0.15,0.14,0.17,0.34,0.2,0.6,0.24091071303768744,0.5549451297382004,0.06,0.78,0.5,0.66,0.8,0.19589008698529314,0.30945977794231005,1.0424703465521807,0.05155365749505067,0.3078629870237302,0.3177315726936675,0.15881362336885052,-0.14675093922843804,0.9930974905493796,0.7880620954451512,0.5554608612472132,0.2186565963426753,0.07821279464615886,0.4238542392663025,0.12094875337584429,0.3746991304705294,0.29985340747598105,0.02,0.15,0.06,-0.14472862573212164,0.07373803615375542,0.8106853909593777,0.3903984502374667,0.6403170213495127,0.3221704816163983,0.05
3.0,0.11721050926074067,0.76,0.2,0.45,0.01,0.87,0.55,0.52,0.34,0.35,0.02,1.0,0.21,0.58,0.12,0.2,0.47,0.22,0.56,0.21,0.13,0.18,0.2,0.1,0.6130680476516817,0.18,0.21,0.02,0.51,0.88,0.82,0.03,0.54,0.34,0.47,0.19,0.89,0.08,0.45,0.39,0.44,0.46,0.9,0.73,0.67,0.78,0.78,0.28,0.11,0.01,0.24,0.01,0.37,0.33,0.33,0.42,0.5,0.39,0.35,0.41,0.25,0.62,0.91,0.91,0.84,0.7,1.0,0.58,0.79,0.5,0.5,0.01,0.72,0.65,0.63,0.8,0.31,0.51,0.09,0.04,0.03,0.02,0.2,0.2,0.19,0.27,0.31,0.17,0.31,0.1112804526252019,-0.12221635484749002,0.57,0.61,0.56,0.86,0.83,0.04752477106330906,0.14831818139337033,0.8618582941173524,0.1784920916942111,-0.0063360534461489315,0.009636037837888328,0.2867997353331763,0.17955354580328914,1.0614991734118506,0.8006042400501006,0.06051625479148498,0.4842059484891521,0.11385871098123854,0.14415064787357867,0.08162493318508662,0.6381723985668937,0.029283720170215577,0.01,0.17,0.05,0.21095312653652054,0.10664578755026023,0.7946688975171823,0.9244275539865514,0.3223719722629901,-0.005590087432020607,0.21
3.0,0.01,0.64,0.05,0.56,0.11,0.67,0.44,0.48,0.27,0.42,0.2179181398269175,0.7533645819013751,0.22,0.49,0.93,0.29,0.47,0.85,0.34,0.23,0.21,0.26,0.17,0.15,0.45,0.19,0.25,0.02,0.51,0.63,0.65,0.18,0.69,0.35,0.22,0.34,0.47,0.28,0.48,0.35,0.57,0.55,0.67,0.52,0.52,0.43,0.59,0.21,0.34,0.01,0.24,0.02,0.29,0.29,0.36,0.44,0.34,0.3,0.34,0.38,0.38,0.5,0.54,0.52,0.65,0.57,0.75,0.46,0.6,0.43,0.5,0.01,0.78,0.52,0.03,0.21,0.63,0.37,0.16,0.24,0.26,0.28,0.24,0.26,0.27,0.27,0.64,0.54,0.37,0.01,-0.049061188959651,0.5,0.59,0.53,0.61,0.8,0.1642413160753587,0.2878108944494784,0.6412468261938172,0.42976485320632296,0.4215619509017998,0.21961618914106207,0.33826504774137583,-0.03933957468687452,0.5532451637800928,0.462918808555172,0.08541326981447936,0.1769699464158074,0.26242916402754823,0.02733536200623854,0.08107506470679722,1.0698193514629044,-0.047058011360280316,0.02,0.17,0.12376911398144672,0.5613758072880981,-0.09550162394750031,0.904671650926434,0.9353002808419959,0.8846073376439674,0.4740860838364189,0.68
3.0,0.01,0.77,0.09,0.37,0.08,0.95,0.55,0.59,0.38,0.2,0.02208149937093136,1.0247157577653432,0.21,0.58,0.22,0.18,0.23,0.81,0.31,0.19,0.13,0.2,0.12,0.07,0.18,0.17,0.19,0.04,0.75,0.96,0.76,0.13,0.76,0.35,0.34,0.24,0.56,0.23,0.6,0.47,0.58,0.61,0.88,0.48,0.41,0.38,0.47,0.33,0.19,0.02,0.44,0.01,0.45,0.47,0.5,0.49,0.33,0.3,0.29,0.26,0.25,0.53,0.79,0.77,0.81,0.8,0.79,0.51,0.82,0.55,0.5,0.03,0.5,0.53,0.35,0.21,0.77,0.87,0.25,0.09,0.11,0.18,0.13,0.23,0.24,0.25,0.64,0.51,0.76,0.20470964532710748,0.08,0.31,0.45,0.39,0.67,0.47,0.06489353551045032,-0.06345873133466004,0.927691659590595,-0.05525701683014661,0.018988979440494283,-0.028342047833879586,0.2276283896317186,0.5186802078957924,1.365244266599642,1.0382786615572024,0.3424429055942987,0.14756864247172222,0.2127718481305117,0.5791517378321943,0.13385304292002526,0.8769714634066332,0.756462447170882,0.06,0.06,0.04,-0.00688449524716192,0.48735164144481297,0.8775495848174952,1.2334940708823452,0.3184840267307454,0.27509257883101057,0.32
3.0,0.01,0.32,0.02,0.94,0.09,0.02,0.3,0.42,0.25,0.51,0.03,1.0,0.31,0.53,0.23,0.56,0.55,0.28,0.6,0.34,0.3,0.3,0.13,0.13,0.2,0.23,0.26,0.01,0.22,0.26,0.35,0.19,0.36,0.58,0.51,0.31,0.46,0.24,0.5,0.42,0.49,0.52,0.36,0.53,0.57,0.56,0.66,0.73,0.66,0.01,0.28,-0.10035973598416278,0.48,0.48,0.55,0.55,0.13,0.11,0.12,0.11,0.91,0.06,0.15,0.13,0.36,0.41,0.23,0.7,0.07,0.53,0.5,0.01,0.93,0.65,0.04,0.24,0.4,0.11,0.16833902761703168,0.17,0.14,0.13,0.37,0.37,0.4,0.33,0.72,0.42,0.24,0.09897613423187576,0.1963465553667411,0.11,0.79,0.63,0.54,0.83,0.1313280091290815,-0.11544452224376786,0.9652200001722023,0.34519417566399463,-0.09609765550442906,-0.039789578733948894,0.28154034053610716,0.1958810086635911,0.8288542669821557,0.9257287066599703,0.5615463339663439,-0.044084189652396744,0.24525642065241812,0.45089327852868444,0.11646934758646224,0.06942090868968132,0.12837759541129234,0.01,0.46,0.47,0.12585887169558654,0.09853129155697571,0.4197302835317493,0.4277422780885347,0.5834704499449218,-0.05119456134140718,0.2
3.0,0.01,0.55,0.06,0.77,0.07,0.67,0.46,0.49,0.3,0.31,0.03,0.98,0.15,0.54,0.05,0.19,0.43,0.71,0.37,0.15,0.12,0.12,0.18,0.09,0.17,0.24,0.26,0.03,0.62,0.47,0.7,0.03,0.72,0.41,0.39,0.11,0.78,0.09,0.85,0.39,0.83,0.87,0.6,0.36,0.35,0.15,0.4,0.33,0.4,0.02,0.37,0.07888410474842397,0.5,0.48,0.45,0.44,0.13,0.11,0.09,0.08,0.69,0.17,0.42,0.4,0.59,0.52,0.68,0.45,0.36,0.59,0.5830589883841458,0.03,0.56,0.5,0.34,0.61,0.42,0.58,0.52,0.11,0.09,0.08,0.24,0.26,0.27,0.27,0.87,0.54,0.47,0.02,-0.05432366538469394,0.1,0.61,0.59,0.72,0.8,-0.09363567112592812,0.22045551146724846,0.893795266819643,0.33639004077434914,0.1882955538920931,0.29992726533790787,0.2317544951496835,0.3394534707272676,1.0988385131052705,0.8504540428640133,-0.1207173805150221,0.4053828667756867,0.224698753991752,-0.04251390112541209,0.16218149958695174,0.6733595099433551,0.570440626621491,0.06,0.07,0.21,0.36642424741261265,-0.06768078979471714,0.9013492309913118,0.6238045101482033,0.18062009327301326,0.2702372115794878,0.62
3.0,0.06,0.41,0.97,0.23,0.02,0.01,0.44,0.47,0.29,0.42,0.08,1.0,0.21,0.52,0.26,0.28,0.49,0.55,0.31,0.23,0.25,0.42,0.19,0.14,0.42,0.14,0.3,0.08,0.48,0.47,0.58,0.26,0.34,0.52,0.67,0.27,0.74,0.36,0.55,0.44,0.61,0.62,0.49,0.3,0.3,0.31,0.36,0.66,0.62,0.1,0.79,-0.012613272443960086,0.32,0.42,0.54,0.46,0.02,0.02,0.02,0.02,0.96,0.04,0.27,0.25,0.45,0.44,0.48,0.4,0.19,0.53,0.5,0.07,0.75,0.41,0.14,0.33,0.58,0.52,0.37,0.09,0.1,0.12,0.08,0.14,0.18,0.21,0.44,0.32,0.64,0.01,0.08688792987352739,0.02,0.86,0.55,0.62,0.73,0.01,0.2,0.98,0.27,0.02,0.17,0.27,0.2,0.36,0.47,0.53,0.0,0.0,0.37,0.01,0.64,0.1,0.07,0.16,0.03,0.04,0.01,0.96,1.0,0.36,0.12,0.53
3.0,0.03,0.29,0.24,0.68,0.36,0.18,0.16,0.32,0.15,0.58,0.04,1.0,0.64,0.53,0.39,0.78,0.51,0.21,0.47,0.75,0.86,0.98,0.25,0.36,0.49,0.29,0.34,0.02,0.16,0.17,0.15,0.9,0.15,0.51,0.39,0.77,0.1,0.88,0.56,0.51,0.62,0.62,0.35,0.59,0.58,0.8,0.58,0.57,0.49,0.02,0.4,0.03,0.36,0.37,0.43,0.5,0.4,0.37,0.39,0.41,0.72,0.16,0.28,0.2,0.28,0.38,0.21,0.48,0.22,0.6,0.32607298141391283,0.02,0.88,0.43,0.07,0.25,0.35,0.05,0.19,1.0,1.0,1.0,0.79,0.83,1.0,0.82,0.56,0.74,0.14,0.06,0.04,0.48,0.36,0.54,0.48,0.65,-0.09949541748987502,0.020688778555481374,0.9269358703274645,0.352165866509236,0.25207425209179746,0.2903310740909181,0.4998546079266926,0.5957672416183561,0.518439936589491,0.6349425554714074,0.5054180893238747,0.24222603731126902,0.003676603228583583,0.2607810610313475,0.05776350571629745,0.882103206071176,0.04240872701266807,0.03,0.23,0.2,0.04526110211908625,0.005339288915398657,0.5002025428042064,-0.07302796020125835,0.7822432476602694,0.337764858157298,0.25
