fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
9.0,0.02,0.66,0.1,0.86,0.08,0.11,0.33,0.46,0.16,0.05,0.04,1.0,0.6,0.92,0.14,0.53,0.09,0.07,0.14,0.53,0.41,0.41,0.39,0.23,0.42,0.35,0.45,0.02680020596196634,0.05,0.07,0.14,0.44,0.14,0.87,0.42,0.32,0.23,0.56,0.29,0.12,0.29,0.3,0.61,0.92,0.91,0.91,0.82,0.73,0.72,0.04125645319360224,0.1,-0.050712762217920954,0.22,0.37,0.46,0.53,0.05,0.07,0.08,0.09,0.89,0.07,0.2,0.24,0.73,0.68,0.79,0.88,0.12,0.06,0.5,0.03,0.71,0.89,0.15,0.68,0.94,0.06,0.06,0.22,0.19,0.17,0.43,0.5,0.58,0.61,0.33,0.64,0.28,0.13851762666606945,0.27173694143073396,0.09,0.62,0.28,0.55,0.7,0.002740020869206189,0.18361185536097904,0.8177212750565336,0.22427766231277196,0.0742784139810101,0.2924011750157115,0.43890649429910755,0.4617023175741869,0.5293080982330649,0.9272983463977921,0.12164262360833145,0.11036166008312022,0.12180886902865007,0.07366580930121797,-0.1486572807514056,0.3415244213312209,0.27499675140094654,0.05,0.1,0.07,-0.13181979662020654,0.13778750669502843,0.7956054137054978,0.5275938724391054,1.0240272049661838,0.21180683817836035,0.14
9.0,0.02,0.26,0.09,0.93,0.03,0.01,0.35,0.36,0.26,0.74,0.04,1.0,0.08,0.1,0.07,0.36,0.84,0.73,0.66,0.12,0.2,0.19,0.17,0.29,0.66,0.03,0.83,0.05,0.7,0.48,0.56,0.16,0.72,0.12,0.21,0.62,0.47,0.32,0.63,0.36,0.63,0.66,0.33,0.35,0.4,0.19,0.32,0.34,0.28,0.02,0.26,0.22070436985016798,0.16,0.12,0.12,0.17,0.01,0.01,0.01,0.01,0.97,0.02,0.14,0.12,0.26,0.29,0.27,0.46,0.03,0.49,0.5,0.06,0.58,0.45,0.32,0.85,0.5111729966036914,0.37,0.18,0.04,0.04,0.05,0.08,0.11,0.12,0.1,0.59,0.27,0.47,0.02,0.10179830807142327,0.03,0.76,0.62,0.84,0.75,-0.012691167924252372,0.3405482543092753,0.7481973698852415,-0.01258458247010985,0.15402038323916356,0.2518257518731952,0.5448709282838551,0.30070874957104277,0.7465069844319192,0.6456276883121175,0.44340969307933664,0.006817608587627477,0.44482874083531126,0.23972223101541426,0.09691959041496065,0.38010491975545824,0.46549103563045313,0.02,0.24,0.08,0.4086480759618132,0.18992245711669206,0.43836181804457486,1.3768711026023321,0.5992464547686916,0.20306067669050568,0.46
9.0,0.11,0.43,0.13,0.54,1.0,0.17,0.37,0.54,0.4,0.37,0.12,1.0,0.44,0.6,0.2,0.6,0.35,0.28,0.52,0.45,0.5,0.56,0.33,0.36,0.35,0.39,0.46,0.04,0.17,0.14,0.18,0.5,0.17,0.7,0.23,0.45,0.24,0.6,0.57,0.6,0.69,0.64,0.42,0.55,0.61,0.72,0.51,0.64,0.61,0.03,0.23,0.09,0.31,0.37,0.47,0.49,0.37,0.39,0.45,0.44,0.61,0.22,0.24,0.18,0.32,0.35,0.36,0.32,0.29,0.71,0.43257359797142514,0.08,0.83,0.33,0.05,0.19,0.33,0.08,0.24,0.69,0.72,0.77,0.63,0.62,0.69,0.6,0.53,0.76,0.17,0.02,0.2246162218481198,0.51,0.38,0.34,0.38,0.35,-0.21518923569011122,0.30267373931843433,1.0419697696820116,0.05617955020079016,-0.029331421445779327,0.43143915919860754,0.42787225881297253,0.19657179437055458,0.47974410132814044,0.11680788903421768,0.4718386661614917,0.04107606542237595,0.27246233853961377,0.06118225377187847,0.14953587041078648,0.37609910407682257,0.11095021316453826,0.03,0.59,0.81,0.17941302060202854,0.2152009564933727,0.5494445303691959,0.6779480417263012,0.584752799625574,0.06402956485669095,0.25
9.0,0.01,0.66,0.03,0.96,0.06,0.02,0.64,0.61,0.48,0.23,0.2177840412636955,0.17,0.53,0.8,0.3,0.45,0.32,0.26,0.36,0.49,0.37,0.35,0.52,0.26,0.52,0.27,0.48,0.01,0.13,0.17,0.27,0.35,0.29,0.68,0.56,0.5,0.36,0.43,0.37,0.44,0.35,0.38,0.55,0.73,0.77,0.8,0.77,0.41,0.5,-0.08978833255433522,0.11,0.05232060678907274,0.2,0.17,0.16,0.16,0.05,0.04,0.03,0.03,0.91,0.02,0.2,0.21,0.58,0.61,0.41,0.78,0.06,0.51,0.5,0.01,0.85,0.74,0.07,0.67,0.6,0.04,0.33,0.37,0.35,0.32,0.24,0.43,0.54,0.47,0.28,0.54,0.43,0.18248671353872467,-0.030981734642305442,0.11,0.75,0.6,0.53,0.7,0.26089470426762473,0.3496163162730885,0.8132769438947783,0.41477870781973203,0.1834216710108384,0.3426175318772823,0.050783049129758895,0.11367981365694481,0.5313593605861607,0.40680825391883507,0.2208423291601016,-0.04064685320889144,0.0769799795400254,0.03807085479960984,0.03122452906404151,0.47149391100508187,-0.11254470150372786,0.08,0.04,0.16,0.16458742850834127,0.0954007945826229,0.5956921480344138,0.954336896411449,0.27788737511403827,0.12236593998733113,0.08
9.0,0.01,0.71,-0.2343456789333828,0.92,0.05,0.09,0.52,0.46,0.24,0.34,0.2497902841292709,1.0281129844816155,0.37,0.63,0.7,0.5,0.49,0.21,0.67,0.34,0.23,0.22,0.4322150808388403,0.09,0.25,0.4,0.37,0.01,0.17,0.13,0.26,0.35,0.45,0.47,0.9,0.3,0.35,0.53,0.28,0.24,0.31,0.3,0.84,0.82,0.88,0.83,0.79,0.34,0.31,0.3144490712532579,0.04,0.04151621760113076,0.14248349340357155,0.41297236075367527,0.629421695762159,0.11,0.6050294563991473,0.4144977751155602,0.14104709790408898,0.01,0.92,0.05,0.95,0.95,0.76,0.81,0.55,0.75,0.18,0.29,0.5,0.01,0.8,0.71,0.14,0.47,0.48,0.2,0.07,0.14,0.12,0.11,0.16,0.18,0.18,0.2,0.08,0.17,0.21,0.01,0.043802726453193136,0.05,0.71,0.7,0.75,0.79,0.054251258496736565,-0.022033054034325622,0.7304140504642573,0.15784044800181624,0.13022988155809256,0.10699081557339449,0.27591729201781817,0.3219629598663888,0.5010320725967812,0.8392014300796514,0.5702692547447786,0.6136316029145751,0.3940110675882585,0.5638567318913625,0.09980153964720033,0.49815124773015973,0.39607193773683713,0.03,0.1,0.04,0.11806396595675091,-0.17352556048564788,0.20566905542488817,-0.050628157007673924,0.666105998979974,0.36292909211350377,0.04
9.0,0.01,0.52,1.0,0.12,0.03,0.01,0.53,0.48,0.28,0.45,0.1085647312155624,0.8300377679100046,0.04,0.21,0.49,0.13,0.61,1.0,0.26,0.06,0.07,0.2,0.11,0.19,0.69,0.0,0.32,0.05,1.0,0.69,0.68,0.18,1.0,0.14,0.38,0.56,0.54,0.37,0.54,0.42,0.71,0.68,0.64,0.17,0.17,0.18,0.2,0.63,0.48,0.03,0.76,0.08434508411651462,0.76,0.56,0.82,0.7,0.03,0.02,0.03,0.02,0.97,0.03,0.5,0.46,0.54,0.52,0.57,0.38,0.33,0.51,0.5,0.02,0.66,0.41,0.64,0.53,0.6,0.99,1.0,0.04,0.04,0.05,0.452579361137463,0.06,0.06,0.11,0.91,0.53,0.85,0.14739066392353906,0.21332286122709954,0.01,0.82,0.61,0.84,0.85,0.18024636616912504,0.3040747770912887,0.9998009067538081,0.1444531556761554,0.20737689647704227,0.29167177389703214,0.5480543465426397,0.2345179011970197,1.049189186812047,0.8627809392858762,0.22245085170138296,0.12822953748748875,-0.16785924540123764,0.20967152532522673,-0.03548107503653103,0.7684010102604653,0.20363338639383383,0.04,0.08,0.02,-0.10106188968477597,0.08035867016733386,0.9319207906197268,-0.2118836480492441,1.060449538835622,0.2391448466675623,0.54
9.0,0.13,0.55,0.05,0.78,0.14,0.32,0.37,0.55,0.27,0.12,0.14,0.99,0.44,0.85,0.22,0.39,0.16,0.17,0.24,0.4,0.33,0.34,0.34,0.13,0.38,0.24,0.29,0.08,0.25,0.19,0.23,0.42,0.25,0.78,0.53,0.31,0.31,0.5,0.48,0.35,0.57,0.55,0.61,0.7,0.71,0.76,0.61,0.55,0.54,0.03,0.16,0.04,0.37,0.47,0.57,0.62,0.18,0.2,0.22,0.22,0.73,0.21,0.33,0.33,0.6,0.62,0.55,0.62,0.29,0.47,0.5,0.18,0.59,0.62,0.1,0.31,0.92,0.28,0.18,0.21,0.19,0.18,0.39,0.38,0.44,0.4,0.45,0.64,0.31,0.005961726180451946,0.03,0.21,0.27,0.22,0.49,0.24,0.16780017700930816,0.159488427834462,0.9909233277742465,0.26253867660874713,0.3475736962056618,0.4090130727564301,-0.016575894587324558,0.07303574567103774,0.415368119678493,0.6261930573380304,0.6158552182408568,0.34676934386181896,-0.1448110547289147,0.1579256022837769,-0.14583694589782747,0.5550618647813663,0.4631426374868802,0.14,0.16,0.04,0.12211953120061916,0.07125113697586967,0.5473021633831048,0.6780921111222753,0.7462254767498556,0.11255381248314701,0.09
9.0,0.07,0.41,0.05,0.83,0.27,0.16,0.39,0.49,0.31,0.29,0.08,1.0,0.34,0.75,0.13,0.35,0.32,0.14,0.35,0.36,0.32,0.32,0.31,0.21,0.26,0.34,0.36,0.03,0.18,0.17,0.29,0.24,0.26,0.74,0.17,0.26,0.37,0.32,0.8,0.38,0.82,0.84,0.44,0.59,0.62,0.75,0.61,0.83,0.87,0.02,0.15,0.03,0.38,0.47,0.52,0.59,0.21,0.23,0.23,0.24,0.81,0.14,0.22,0.2,0.44,0.48,0.41,0.45,0.23,0.56,0.35278986491963793,0.06,0.81,0.44,0.12,0.13,0.75,0.25,0.11,0.24,0.21,0.19,0.41,0.39,0.46,0.43,0.5,0.56,0.37,0.02,0.01,0.23,0.23,0.28,0.54,0.3,0.12421829284440791,0.09747889059976789,0.643229239491234,0.10066997415416287,0.412738899984041,0.18493985262879176,0.7761120790759553,0.1681804884714915,0.5413706226614418,0.7605945085398976,0.11188493128982918,0.02919843150469463,0.16619239323053006,0.6088162005886368,0.21581194817448163,0.481490351321089,0.46135224001679015,0.04,0.31,0.15,0.4847724388589806,0.3053475403732575,0.7821201211603646,0.7786053122658461,0.48997762306172193,0.10767172200196037,0.2
9.0,0.02,0.29,0.03,0.9,0.03,0.21,0.3,0.38,0.24,0.81,0.04204066493724854,0.7396846906447156,0.17,0.24,0.11,0.55,0.84,0.33,0.69,0.24,0.23,0.23,0.41,0.18430472412511423,0.35,0.2,0.26,0.02,0.35,0.43,0.55,0.18,0.6,0.3,0.54,0.48,0.56,0.33,0.47,0.42,0.46,0.48,0.37,0.45,0.48,0.4,0.49,0.48,0.54,0.01,0.27,0.01,0.25,0.33,0.31,0.3,0.11,0.12,0.1,0.09,0.64,0.16,0.19,0.16,0.31,0.34,0.32,0.39,0.08,0.38,0.5,0.04,0.7,0.39,0.16,0.76,0.5768217594453425,0.4,0.38,0.13,0.13,0.13,0.11,0.15,0.15,0.18,0.4,0.28,0.61,-0.07256993276233589,0.1524315872718933,0.18,0.86,0.71,0.79,0.82,0.16800074765195755,0.18482015416965777,0.9839457371630266,0.20133674043960173,0.3414696396953505,0.04241507203799014,0.48466630628461665,0.22229609616608573,0.5841526625945717,0.7586174243279389,0.22688086161416324,0.3028826081693545,0.22933720068231211,0.9065750997801796,-0.0621615510382051,0.5498446086986573,0.14994018311992016,0.01,0.29,0.15,-0.31138407376411886,0.25040171630069696,1.074374357801427,0.8429458604553732,0.5351691635738849,0.2690238673801295,0.02
9.0,-0.3207024930797873,0.32,0.02,0.98,0.02,0.01,0.36,0.47,0.32,0.54,-0.06108405527606871,1.1010776729392973,0.28,0.46,0.22,0.52,0.62,0.36,0.57,0.31,0.31,0.3,0.5,0.1,0.07,0.1,0.29,0.01,0.25,0.26,0.34,0.34,0.43,0.49,0.43,0.57,0.41,0.43,0.61,0.48,0.63,0.65,0.4,0.51,0.56,0.51,0.4,0.54,0.64,-0.09813111027285012,0.2,0.13843673666602163,0.37767334834021904,0.1,0.08,0.07,0.3399923742515151,0.01,0.01,0.01,0.93,0.03,0.12,0.1,0.32,0.43,0.25,0.43,0.04,0.57,0.5429252653739404,0.01,0.75,0.39,0.08,0.6,0.4,0.16,0.33,0.18,0.17,0.19,0.32,0.32,0.33,0.33,0.48,0.38,0.28,0.26344354897949607,0.2504016412791041,0.06,0.86,0.49,0.6,0.79,0.1668592508902419,0.2747745600893754,0.888596837122217,0.07218878794600198,-0.1293911027248576,0.12430990517265614,0.37358918368271155,0.16484710168994754,0.3099139438748451,0.3830887658744392,0.1650415907544791,0.009159659193656577,0.10979893791821352,0.16910693561627083,-0.092192745642439,0.4777553282263944,0.16174122780276629,0.01,0.19,0.04,0.20510522751315782,-0.08133948303042568,0.807495912180606,0.11495634314636433,0.5830582978733106,0.2730615339734703,0.04
